CEMETERY|SITECODE|PERIOD|LU_INT|E_DATE|L_DATE|SITECODE|CONTEXT|SEX|AGE|TRAIT_TYPE|GROUP|EXPANSION|VALUE
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Basioccipital|Basioccipital L1|13.8|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Basioccipital|Basioccipital L2|19.9|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Basioccipital|Basioccipital W|18|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Humerus|Humeral Length R|78.2|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Humerus|Humeral Length L|78.8|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Ilium|Ilium Gsn Width L|12.5|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Humerus|Humeral Width R|19.4|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Humerus|Humeral Width L|19.3|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Radius|Radial Length L|60.9|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Ulna|Ulna Length L|68.3|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Femur|Femoral Length R|96.7|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Femur|Femoral Length L|96.7|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Femur|Femoral Width R|24.4|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Femur|Femoral Width L|25.4|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Tibia|Tibial Length R|76.5|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Tibia|Tibial Length L|77.1|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Fibia|Fibular Length R|70.7|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Clavicle|Clavicle Length R|58.1|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Ilium|Ilium Max Length R|39|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Ilium|Ilium Max Length L|38.9|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Ilium|Ilium Max Width R|43.3|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Ilium|Ilium Max Width L|43.1|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20117|UNSEXED CHILD|SUB-ADULT 7-11 MONTHS|Bone measurement|Ilium|Ilium Gsn Width R|12.9|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Diameter R|11.6|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Diameter L|10.5|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Humerus|Humeral Length R|211|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Humerus|Humeral Length L|209|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Width L|35.2|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Humerus|Humeral Width L|39.8|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ulna|Ulna Length L|169|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Femur|Femoral Length R|294|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Femur|Femoral Length L|298|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Clavicle|Clavicle Length R|103.1|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Max Length R|97.3|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Max Width R|103.1|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Max Width L|103.7|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20277|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Width R|33.7|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ilium|Ilium Gsn Diameter R|5.2|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ilium|Ilium Gsn Diameter L|5|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Humerus|Humeral Length R|137.8|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Humerus|Humeral Length L|139.3|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ilium|Ilium Gsn Width L|21.7|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Humerus|Humeral Width R|29.4|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Humerus|Humeral Width L|29.3|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Radius|Radial Length R|103.5|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Radius|Radial Length L|103.1|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ulna|Ulna Length R|114.5|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Femur|Femoral Length R|186|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Femur|Femoral Length L|185|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Femur|Femoral Width L|41.4|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Tibia|Tibial Length R|144.4|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Tibia|Tibial Length L|143|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Fibia|Fibular Length R|141.4|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Fibia|Fibular Length L|142.1|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Clavicle|Clavicle Length L|69|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ilium|Ilium Max Length R|64.9|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ilium|Ilium Max Length L|65.4|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ilium|Ilium Max Width L|72.9|
Medieval-Guildhall Yard|GYE92|10|OA101|1050|1140|20533|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ilium|Ilium Gsn Width R|18.5|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20578|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Tibia|Tibial Length R|261|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20578|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Tibia|Tibial Length L|259|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20578|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Fibia|Fibular Length R|255|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Diameter R|12.9|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Diameter L|12.6|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Width L|36.8|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Radius|Radial Length R|174|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ulna|Ulna Length L|187|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Femur|Femoral Length R|326|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Femur|Femoral Length L|323|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Femur|Femoral Width R|63.6|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Femur|Femoral Width L|62.9|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Tibia|Tibial Length R|257|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Tibia|Tibial Length L|259|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Fibia|Fibular Length R|253|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Max Length R|103|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Max Length L|102.3|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Max Width R|117.2|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Max Width L|116.9|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20586|UNSEXED CHILD|SUB-ADULT 6-11 YEARS|Bone measurement|Ilium|Ilium Gsn Width R|35.2|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20619|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Humerus|Humeral Length L|79.6|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20619|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Humerus|Humeral Width L|20.4|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20619|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Ulna|Ulna Length L|72.1|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20619|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Clavicle|Clavicle Length R|48.1|
Medieval-Guildhall Yard|GYE92|10|OA102|1050|1140|20619|UNSEXED CHILD|SUB-ADULT 1-5 YEARS|Bone measurement|Clavicle|Clavicle Length L|47.4|
